text,mood
wishes her love was coming home,worry
@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don't start working soon. SMH,worry
@lyndygirl any suggestions on how to get rid of that lovely gasoline smell? As it is still in my car,worry
Wonders why its so hard for me to concentrate...,worry
...No more adventure time,sadness
i miss you,sadness
@ladymaryann No news yet,worry
good night fellow Twitterati. back to work tomorrow,worry
@officialSPChuck did not understand anything you said,worry
still no date for bon iver next week,worry
I got into a fight with the pavement. I think it won  poor little knee,sadness
Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today,sadness
My twitterberry doesn't work!,worry
This &quot;Monarchy&quot; is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don't reconize my country anymore!,sadness
crazy kids won't nap!  I think it's the heat... and I still have to tell them that they can't go to Grandma's cuz she's sick,worry
@Gaylib1986 it was just areply on you facebook status that you were a little upset,worry
blip.fm is on it's last legs,worry
staying at home. unpacking!!!! crap!,sadness
@summerkristine i want you to go walking with me!! but i still miss my satan,sadness
ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again,worry
Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,happiness
I'm either always on the train or at work,sadness
I have to go to work.,sadness
being at work while sick blows! kill me. i feel like crap,worry
head hurt,sadness
@Lujee #3aaah mosh 3aref a facebook any more,worry
@Impala_Guy Would luv to hear music too but iï¿½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,sadness
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,worry
@xsparkage imagine if you really were lost and lost all contact with DT!  that'd be the saddest day of my life haha,worry
1) Traffic is lame 2) No matter how hard I try I can't get anywhere on time   3) UP Movie!!!!! Yay!,sadness
Its summer and no one has texted/called me. Im a loner,sadness
Killer headache  I want my food to be here!,sadness
I am not doing much  all well!,worry
@selenagomez don't leave us,worry
http://twitpic.com/67x7n - MISS THEM ALREADY,sadness
My back hurts,worry
why must the weather b so nice and then so bad all in 1 minute,sadness
7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,worry
Ok.....Twitter is not near as exciting as I thought it would be!,worry
i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  &amp; im bed ridden.],worry
My mouth hurts. Wish I could cut my head off,sadness
selling my drumset  sad day,sadness
@SimpleMia Yes. Need to listen to sad SP-Songs,sadness
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong,sadness
@LULuwanderlust whatever don't make me feel bad!  ill bring you a surprise,worry
http://twitpic.com/54khn - I am very sad. They cut down my Pink Tree. I noticed it when I left today to get Betos,worry
dont wanna go to mississppi!!!!!!!! UGH!! texas is my home..... UPSET!!!,worry
bummed about the softball loss 0-1   These girls are so good at only 12!,worry
7pm on a Fri night &amp; I'm sitting at home alone...,sadness
OOUCHHHH I just pinched my own nipple by accident trying to fix my top,sadness
@verwon nice .. I can't ever get that from my ex!,worry
lost some $ at work....nt happy right now    --SLOANSTER--,sadness
@jimwtodd I don't know! She never answered me,worry
Not feelin right. Hope the feeling passes. Stupid stomach.,sadness
i wanna go home,worry
Xfiles disc doesn't work.. Rippin,sadness
really sick and tired but my body's resisting rest!,sadness
@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,sadness
@inkyoctopus I always forget SOMETHING when I travel. I am at Newark airport.,worry
Marley crying for more ball throwing....keeps eying me through the door,worry
UP is the saddest movie i've ever seen,sadness
I'm miserable with my boredom.,worry
blehhh i feel poopie. i have a fever and my whole body hurtssss   FML,worry
@ddrdiva @laurapasik @that70sgrl I've always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,worry
My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S,sadness
I think i am getting a cold,sadness
Missing my baby ducks,worry
in a very stress mood,worry
@selenagomez  noo Selena i really wanted to see you soo badly im your biggest fan dont make me cry,worry
@starletta8 Oh that's too bad.  Do you just get sick when there's too much heat? I do,worry
@RealLifeKaz we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!,sadness
Okay haileys really gone now.  everyone keep her in your prayers.,worry
can't school just be done already? it hurts too much... seeing him every day,worry
WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay.   Poo on you Twitter,worry
@charmand3r oh no!  I hope you get on soon! &lt;3 I miss you and I can't wait to see you again.,worry
im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...,worry
really ill atm,sadness
* My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlova.. http://twitpic.com/67hac,worry
131 miles away,sadness
@BrittneyCash Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,worry
@charlieskies am i too late for a cuppa?,worry
going to a work people party then going home to visit Grandma. Sadness,sadness
Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.,worry
@chris_shields06 good job!  I wish i worked in a zoo,happiness
Woa NOBODY is inside the movie theater... Its termenator ppl shud be in here... Scary,worry
grrh my phone (brand new might i add) keep just switching itself off and others are saying theirs does the same,worry
Boyfriend is out with friends tonight. Don't know what to do with my evening,sadness
about to start my least favourite chore.... mopping the floor,sadness
@vmarinelliRVA Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope he's better soon,worry
poor bretty.  but yay phils,sadness
going to look at a bunch of open homes today. just to get a feel for the market. i think i've got a lot of saving to do...,worry
Today was good but some people have friday attitudes...not good,worry
my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,sadness
My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn't want to drink.,worry
Gah... why is my Macbook Pro getting so frickin' hot just sitting on the table doing nothing?,worry
oh no.... please... dont do that to yourself again,worry
damn...plans were canceled.....another friday night at home,sadness
just goy back from a day of tests at the hospital. going to start chemo on monday,sadness
cant believe ER is all over,sadness
wants to go see street dreams but it's not playing anywhere near here,sadness
"@DSTheStar1121	REALLY?? oh.. sorry yall  lol",worry
My saying now  http://bctiny.com/po4me,worry
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it's plastic face and sides...,sadness
@xx_Megan_xx Thats all i've seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha,worry
Working on a Friday night,worry
@JonathanRKnight understands you it's long the 6 hour,sadness
Big Sad Face   Bing doesn't work on iPhone.  It just takes you to the regular mobile Live search.,sadness
I'm so freaking afraid that once again I've managed to stick my foot in my mouth and scare yet another person off . . .,worry
Just found out that Anne's brother died unexpectedly - he was only 44.  Warm thoughts going out to her family...,worry
@theREALGiftedNJ yeah it is,sadness
night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though,happiness
Is in bed not able to sleep  bloody bipolar!,worry
I dont believe in my eyes or should I say on my browser? OMG OMG OMG,worry
i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...,worry
@Haunt1013 Sorry RB is on PS3 for me,worry
Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn't as strong,sadness
@Cowbelly I really want to!! But it's one of my few free weekends that month and am booking clients  Mama needs to make money.,worry
@mpellegrini hurts to be you! Sunshine all weekend and you don't get to play. That's sad.,sadness
Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show,sadness
Hitting up a bar or two most people being lame tonight,sadness
Grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad. Yum. Poor Kim still isn't feeling well,worry
Still sick  bout to play some ps3 till the laker game starts,worry
i will be without an assistant for the next week,worry
Startin to get a head ache!!!! Uuuggghh!!!,worry
I don't want to sit at home on prom night. Someone hang out with me,worry
Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,worry
@ohhhbeka PS: Wish I were coming tonight.,sadness
i get a message that my account is suspended as far as i know i haven't violated any terms contacting twitter now..,worry
my ipod died  not running until it is charged.,sadness
@hookedonheat what was it? I missed it.,worry
going away party at ambers  road trip tomorrow!,happiness
zzzzz.. best friend going to europe in a few hours  .. i'm gonna miss her! hope she has fun though,worry
@superstarnikki its just one of those days....,sadness
@Lindsay_007 so I tried to send you a direct message and I can't because you aren't following me,worry
@ermadea sorry about your sadness   nitenite love,worry
back home from shopping. putting stuff away and waiting for nets friend to come over. I guess I'll have to put my pants back on,worry
damn im so bummed out right now....nobody loves me,worry
As it turns out I do NOT get to go see The Decemberists...,sadness
@Sabrina1989 I thought it was a simple one  I found it hilarious.,happiness
Weekends are Great....if you don't have to work them.,happiness
